"Address","Occurrences","H1-1","H1-1 Length","Indexability","Indexability Status"
"https://www.sofoservis.sk/en/construction-waste-removal-hlohovec","1","Construction Waste Removal in Hlohovec.","39","Indexable",""
"https://www.sofoservis.sk/en/construction-waste-removal-galanta","1","Construction Waste Removal in Galanta.","38","Indexable",""
"https://www.sofoservis.sk/buracie-demolacne-prace/bratislava","1","Búracie práce Bratislava.","25","Indexable",""
"https://www.sofoservis.sk/en/construction-waste-removal-senec","1","Construction Waste Removal in Senec.","36","Indexable",""
"https://www.sofoservis.sk/en/construction-waste-removal-bratislava","1","Construction Waste Removal in Bratislava.","41","Indexable",""
"https://www.sofoservis.sk/stahovanie-z-francuzska-na-slovensko","1","Sťahovanie z Francúzska na Slovensko.","37","Indexable",""
"https://www.sofoservis.sk/stahovanie-z-rakuska-na-slovensko","1","Sťahovanie z Rakúska na Slovensko.","34","Indexable",""
"https://www.sofoservis.sk/stahovanie-z-holandska-na-slovensko","1","Sťahovanie z Holandska na Slovensko.","36","Indexable",""
"https://www.sofoservis.sk/stahovanie-z-nemecka-na-slovensko","1","Sťahovanie z Nemecka na Slovensko.","34","Indexable",""
"https://www.sofoservis.sk/stahovanie-z-anglie-na-slovensko","1","Sťahovanie z Anglicka na Slovensko.","35","Indexable",""
"https://www.sofoservis.sk/stahovanie-z-usa-na-slovensko","1","Sťahovanie z USA na Slovensko.","30","Indexable",""
